,TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
102,Salas espectaculos,Auditorio de la Plaza de Chamberí - Templete,PLAZA CHAMBERI 12.0,AuditoriosSalasConcierto,40.43266432328108,-3.697557153998127
103,Salas espectaculos,Café Berlín,COSTANILLA ANGELES 20.0,AuditoriosSalasConcierto,40.41958857138475,-3.7079430927433954
104,Salas espectaculos,Café Central,PLAZA ANGEL 10.0,AuditoriosSalasConcierto,40.414178504157086,-3.701904023779484
105,Salas espectaculos,Café La Palma,CALLE PALMA 62.0,AuditoriosSalasConcierto,40.42678043394236,-3.708094409489715
106,Salas espectaculos,Independance Club,CALLE ATOCHA 127.0,AuditoriosSalasConcierto,40.40963069733981,-3.6928774759221272
107,Salas espectaculos,Sala Barracudas,CALLE BRESCIA 19.0,AuditoriosSalasConcierto,40.43672107982399,-3.662331952698921
108,Salas espectaculos,Sala Beer Station,CUESTA SANTO DOMINGO 22.0,AuditoriosSalasConcierto,40.41971799907849,-3.7084630982794464
109,Salas espectaculos,Sala Big Mama Ballroom,CALLE BERNARDINO OBREGON 3.0,AuditoriosSalasConcierto,40.40425285132008,-3.6999784000568807
110,Salas espectaculos,Sala Bule Bule,CALLE MARQUES DE VALDEIGLESIAS 6.0,AuditoriosSalasConcierto,40.41963173758756,-3.6970581797174273
111,Salas espectaculos,Sala Búho Real,PASEO GENERAL MARTINEZ CAMPOS 14.0,AuditoriosSalasConcierto,40.43487749572997,-3.696810843113834
112,Salas espectaculos,Sala Cadavra Club,CALLE CABALLERO DE GRACIA 10.0,AuditoriosSalasConcierto,40.41944182044671,-3.700799788807606
113,Salas espectaculos,Sala Cardamomo,CALLE ECHEGARAY 15.0,AuditoriosSalasConcierto,40.41546754063365,-3.6995403937914704
114,Salas espectaculos,Sala Cien por Cien,CALLE SANTISIMA TRINIDAD 30.0,AuditoriosSalasConcierto,40.43783445654716,-3.700994506227161
115,Salas espectaculos,Sala Clamores,CALLE ALBURQUERQUE 14.0,AuditoriosSalasConcierto,40.431121286721805,-3.700948365535389
116,Salas espectaculos,Sala Contraclub,CALLE BAILEN 16.0,AuditoriosSalasConcierto,40.41252819937501,-3.71394417661732
117,Salas espectaculos,Sala El Despertar,CALLE TORRECILLA DEL LEAL 18.0,AuditoriosSalasConcierto,40.41084840172144,-3.69951377517164
118,Salas espectaculos,Sala El Intruso,CALLE AUGUSTO FIGUEROA 3.0,AuditoriosSalasConcierto,40.42302865076366,-3.700179827881794
119,Salas espectaculos,Sala El perro de la parte de atrás del coche,CALLE PUEBLA 15.0,AuditoriosSalasConcierto,40.4222576556999,-3.703874418839117
120,Salas espectaculos,Sala El Sol,CALLE JARDINES 3.0,AuditoriosSalasConcierto,40.41896393620347,-3.7016354977769934
121,Salas espectaculos,Sala El Sótano,CALLE MALDONADAS 6.0,AuditoriosSalasConcierto,40.410963258677214,-3.707804845662597
122,Salas espectaculos,Sala Fotomatón,PLAZA CONDE DE TORENO 2.0,AuditoriosSalasConcierto,40.42458980934571,-3.709521523733107
123,Salas espectaculos,Sala Fulanita de tal,CALLE REGUEROS 9.0,AuditoriosSalasConcierto,40.42468328465713,-3.696460198357803
124,Salas espectaculos,Sala Fun House,CALLE PALAFOX 8.0,AuditoriosSalasConcierto,40.43134824139681,-3.701186635650276
125,Salas espectaculos,Sala Galileo Galilei,CALLE GALILEO 100.0,AuditoriosSalasConcierto,40.43853547465896,-3.709844851840886
